Resight ID,Rankings,Name,Position,Location,Organisation,Bio,Sophistication score,S Tech and data,S Pricing,S Talent development,Experience score,numberOfReferences,E Service,E Expertise,E Commerciality,E Communication,E EQ,E Strategy,E Network,E Leadership,CaseTitle1,CaseSlug1,CaseTitle2,CaseSlug2,CaseTitle3,CaseSlug3
IND00070,Infrastructure,Dibyanshu Sinha,Partner,Delhi,Khaitan & Co,Placeholder text for bio. Full bio will go here.,7.8,8,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00079,Infrastructure,Gahan Singh,Partner,Mumbai,Khaitan & Co,Placeholder text for bio. Full bio will go here.,7.5,7.3,9,7,9.7,3,9.4,10,10,10,9.4,9.4,9.4,9.4,-,-,-,-,-,-
IND06293,Infrastructure,Gayatri Shanker,Partner,Mumbai,Cyril Amarchand Mangaldas,Placeholder text for bio. Full bio will go here.,7.4,8,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01697,Infrastructure,Hemant Sahai,Founding Partner,Delhi,HSA Advocates,Placeholder text for bio. Full bio will go here.,7.5,6.7,8,8,9.9,3,9.4,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00462,Infrastructure,Jatin Aneja,"National Practice Head - Infrastructure, Energy and Project Finance",Delhi,Shardul Amarchand Mangaldas & Co,Placeholder text for bio. Full bio will go here.,6.7,7.3,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00342,Infrastructure,L Viswanathan,"Partner & Chair of Finance, Projects, and Insolvency",Mumbai,Cyril Amarchand Mangaldas,Placeholder text for bio. Full bio will go here.,6.9,6.7,7,7,10,3,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00652,Infrastructure,Mallika Anand,Partner,Delhi,AZB & Partners,Placeholder text for bio. Full bio will go here.,6.9,6.7,7,-,7,1,8,8,8,8,8,8,8,8,-,-,-,-,-,-
IND06176,Infrastructure,Manasvini Raj,Partner,Mumbai,Cyril Amarchand Mangaldas,Placeholder text for bio. Full bio will go here.,7.8,8,7,8,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND01504,Infrastructure,Megha Agarwal,Partner,Mumbai,Khaitan & Co,Placeholder text for bio. Full bio will go here.,6.8,6,8,-,9.3,2,10,10,9,9,10,10,10,10,-,-,-,-,-,-
IND02740,Infrastructure,Mohit Saraf,Founder & Managing Partner,Delhi,Saraf and Partners,Placeholder text for bio. Full bio will go here.,7.9,9.3,-,-,9.6,5,10,9.2,9.6,9.6,9.2,9.6,9.2,9.2,-,-,-,-,-,-
IND01692,Infrastructure,Monali Dutta,Partner,Delhi,HSA Advocates,Placeholder text for bio. Full bio will go here.,6.1,4.7,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00754,Infrastructure,Nayantara Nag,Partner,Gurugram,Trilegal,Placeholder text for bio. Full bio will go here.,7.6,8,8,7,7,1,8,8,8,8,10,6,8,8,-,-,-,-,-,-
IND00755,Infrastructure,Neeraj Menon,Partner,Mumbai,Trilegal,Placeholder text for bio. Full bio will go here.,7.3,7.3,8,7,7.8,1,10,10,8,8,8,10,10,8,-,-,-,-,-,-
IND02538,Infrastructure,Pallavi Bedi,Partner,Delhi,Phoenix Legal,Placeholder text for bio. Full bio will go here.,4.7,3.3,7,5,7.9,1,10,10,10,8,10,10,8,8,-,-,-,-,-,-
IND00364,Infrastructure,Ramanuj Kumar,Partner,Delhi,Cyril Amarchand Mangaldas,Placeholder text for bio. Full bio will go here.,4.9,6.7,5,3,8.9,2,5,10,10,10,10,10,9,10,-,-,-,-,-,-
IND00988,Infrastructure,Ranjit Prakash,Managing Partner,Delhi,Archeus Law,Placeholder text for bio. Full bio will go here.,4.7,2.7,6,6,9.7,7,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,-,-,-,-,-,-
IND00779,Infrastructure,Riyaz Bhagat,Partner,Delhi,Trilegal,Placeholder text for bio. Full bio will go here.,7.9,8.7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02553,Infrastructure,Sameer Jain,Founder & Managing Partner,Delhi,PSL Advocates and Solicitors,Placeholder text for bio. Full bio will go here.,7.8,8,7,8,9.7,4,10,9.6,9.6,9.6,8.6,10,9,10,-,-,-,-,-,-
IND00381,Infrastructure,Sangita John,Partner,Mumbai,Cyril Amarchand Mangaldas,Placeholder text for bio. Full bio will go here.,7.1,7.3,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00211,Infrastructure,Shivanshu Thaplyal,Partner,Mumbai,Khaitan & Co,Placeholder text for bio. Full bio will go here.,7.1,7.3,7,7,9.5,2,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02710,Infrastructure,Sitara Pillai,Partner,Mumbai,Samvad Partners,Placeholder text for bio. Full bio will go here.,4.8,4,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01701,Infrastructure,Soumya Malik,Partner,Delhi,HSA Advocates,Placeholder text for bio. Full bio will go here.,6.1,5.3,6,7,8.8,2,9,9,9,9,9,9,9,9,-,-,-,-,-,-
IND00401,Infrastructure,Surya Sreenivasan,Partner,Mumbai,Cyril Amarchand Mangaldas,Placeholder text for bio. Full bio will go here.,7.3,7.3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02646,International Trade,Ajinkya Gunjan Mishra,Partner,Delhi,S&R Associates,Placeholder text for bio. Full bio will go here.,6.5,6.7,7,6,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02193,International Trade,Ankur Sharma,Partner,Delhi,Lakshmikumaran & Sridharan,Placeholder text for bio. Full bio will go here.,6,4,6,8,6.8,1,6,8,8,8,8,8,8,8,-,-,-,-,-,-
IND07570,International Trade,Anuradha R V,,Delhi,Clarus Law Associates,Placeholder text for bio. Full bio will go here.,6,2.7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01267,International Trade,Ashish Chandra,Partner,Delhi,DSK Legal,Placeholder text for bio. Full bio will go here.,5.2,4,4,7,8.1,1,10,10,10,10,8,10,8,10,-,-,-,-,-,-
IND07689,International Trade,Atul Sharma,Partner,Delhi,Sarvada Legal,Placeholder text for bio. Full bio will go here.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00059,International Trade,Ayush Mehrotra,Partner,Delhi,Khaitan & Co,Placeholder text for bio. Full bio will go here.,8,8.7,-,8,8.3,1,10,10,10,10,10,10,8,10,-,-,-,-,-,-
IND02203,International Trade,Devinder Bagia,Partner,Delhi,Lakshmikumaran & Sridharan,Placeholder text for bio. Full bio will go here.,5.9,4.7,6,7,9.2,2,10,10,9,9,10,9,10,10,-,-,-,-,-,-
IND00723,International Trade,Dhruv Gupta,Partner,Delhi,Trilegal,Placeholder text for bio. Full bio will go here.,7.5,7.3,7,8,7.2,1,10,6,8,8,10,6,8,10,-,-,-,-,-,-
IND00121,International Trade,Mayank Jain,Partner,Mumbai,Khaitan & Co,Placeholder text for bio. Full bio will go here.,6.6,6,7,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02989,International Trade,Rajat Agarwal,Partner,Mumbai,VERTICES PARTNERS,Placeholder text for bio. Full bio will go here.,6.6,6,5,8,8.1,1,10,8,10,10,10,10,8,10,-,-,-,-,-,-
IND07621,International Trade,Reena Khair,,Delhi,Kochhar & Co,Placeholder text for bio. Full bio will go here.,6.7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01522,International Trade,Sanjay Notani,Partner,Mumbai,Economic Laws Practice,Placeholder text for bio. Full bio will go here.,7.2,6,6,9,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND07657,International Trade,Seetharaman Sampath,,Delhi,Sarvada Legal,Placeholder text for bio. Full bio will go here.,4.7,3.3,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00250,International Trade,Udayan Choksi,Partner,Mumbai,Veritas Legal,Placeholder text for bio. Full bio will go here.,5.9,5.3,7,6,8.1,1,8,10,10,10,10,10,10,8,-,-,-,-,-,-
IND02274,International Trade,V. Lakshmikumaran,Founder & Managing Partner,Delhi,Lakshmikumaran & Sridharan,Placeholder text for bio. Full bio will go here.,7.9,-,-,10,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02976,Private Capital,Abhijit Joshi,Founding & Managing Partner,Mumbai,Veritas Legal,"Abhijit Joshi is the founder and managing partner of Veritas Legal and maintains a top-quality private equity practice. Abhijit has built expertise in e-commerce, chemicals and pharmaceuticals, sectors where regulatory complexity intersects with commercial sophistication. 

Placed in the Top 10 for instructions, Abhijit’s client relationships include some of the market's most sophisticated institutions, including KKR, Brookfield Asset Management, Kedaara Capital, Partners Group and 360 One. The quality of his client bases gives him one of the tops scores in the market against this metric. 

Abhijit has a strong reputation featuring frequently in the media and in directory rankings. 

What distinguishes Abhijit's practice is his appetite for highly complex deals, gravitating towards transactions that demand intricate structuring and deep technical expertise regardless of size. ",6.6,7,5,-,9.9,6,10,10,10,10,9.6,9.6,10,10,-,-,-,-,-,-
IND00696,Private Capital,Aditya Jha,Partner,Mumbai,Trilegal,"Aditya Jha advises leading domestic and global sponsors on private equity and fund formation matters, including repeat mandates for Edelweiss, A91 Partners, IFC, ICICI and Morgan Stanley. Aditya’s instruction score is above the market average, having completed a high number of deals during the research period. His portfolio also reflects experience supporting sponsors through high-value exits and secondary monetisation.

His approach is highly execution-focused, balancing investor negotiation with regulatory accuracy. He integrates automation tools, market data and blended pricing to provide greater cost predictability. Trilegal is advanced in its attitude to technology, and is experimenting with deploying leaner teams augmented by AI. Aditya receives a top score for his use of deal data and analytics in his practice. ",8.7,9,7,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00701,Private Capital,Amit Khansaheb,Partner,Gurugram,Trilegal,"Amit Khansaheb advises sponsors including TA Associates, Lightrock, Lightspeed, Faering Capital and Greater Pacific Capital across both growth capital and control investments. His practice spans healthcare, consumer, technology and renewable industries. Repeat engagements reflect client confidence.

He shapes governance and investor protections to match business maturity, keeping negotiations commercial without losing sight of risk. Amit co-ordinates institutional knowledge across his mandates, ensuring consistent execution on key terms such as indemnity structuring and regulatory touchpoints.

Directory recognition and co-lead roles on significant mandates like A91 Partners Fund III underscore Amit's strong market profile. His growing status as an adviser for sponsors operating in competitive deal environments is driving more demand for his advice.  ",8.7,9,7,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00566,Private Capital,Anil Kasturi,Senior Partner,Delhi,AZB & Partners,"Anil Kasturi, a senior partner at AZB & Partners, has developed a broad private equity, venture capital and private credit practice. With one of the best reputations in the market, Anil is placed in the Top 10, with particularly strong recognition in legal directories.

His client relationships include Everstone Capital and Warburg Pincus, amongst other top  investment houses. His philosophy towards legal advice emphasises providing a holistic perspective beyond pure technical analysis and ensuring availability to clients. 

The firm platform at AZB provides an opportunity to service complex, high-value private equity mandates.",9.1,9,8,-,9.5,4,10,9.5,9.5,9.5,9.5,8.5,9,9.5,-,-,-,-,-,-
IND00569,Private Capital,Ashwath Rau,Senior Partner,Mumbai,AZB & Partners,"Ashwath Rau has the highest reputation in India's private capital market, receiving the most client recommendations and peer mentions of any lawyer. His blue-chip client base includes KKR, Bain, Carlyle, BlackRock and PAG.

Clients commend his strategic thinking and ability to navigate complex legal and commercial problems with clarity. Working closely with firm managing partner Zia Mody, he plays a central role in shaping AZB's growth and strategic direction.

Clients describe his approach as deliberate, combining regulatory expertise with commercial judgment on consequential transactions. He brings technical mastery to deals involving intricate structures and high-stakes negotiations.

Ashwath's ranking reflects a practice built on institutional trust and market-leading deal flow. He is viewed as a senior figure whose judgment shapes outcomes on India's most significant private capital mandates.",8.7,9,7,,9.9,6,10,10,10,10,9.3,10,10,10,-,-,-,-,-,-
IND00060,Private Capital,Bharat Anand,Partner,Delhi,Khaitan & Co,"Bharat Anand places first in the market for practice sophistication, with top scores in technology, data-driven practice and pricing models. He employs AI for drafting and summarisation, uses bots to produce due diligence notes, and runs data analytics to support client work. His clients increasingly request these AI capabilities as adoption moves mainstream.

Bharat has good instruction scores for clients and deal volume. Clients include Lightspeed, Peak XV Partners and ChrysCapital, and he has done significant work in the  pharma and healthcare sector.

Clients gave strong scores for Bharat’s strategy and leadership, important to sustaining the high-volume institutional relationships that define his practice.",10,10,9,-,9.2,4,9,9,8.5,8.5,8.5,9,9.5,10,-,-,-,-,-,-
IND00573,Private Capital,Darshika Kothari,Senior Partner,Mumbai,AZB & Partners,"Darshika Kothari's client roster includes KKR, TA Associates, Fairfax and New Mountain Capital, and approximately 70% of her work is on cross-border transactions. 

At AZB & Partners, her practice model emphasises lean teams and operational efficiency. She champions technology adoption and has helped develop a proprietary database that tracks client negotiating positions across transactions, enabling her team to mine historical deal data.

Darshika's practice combines high-value execution with one of the most data-enabled practices in the market. She has a high media profile in the private capital field and received strong client experience scores across all indicators. ",8.7,9,7,-,9.7,3,9.3,10,10,10,10,8.7,9.3,10,-,-,-,-,-,-
IND00066,Private Capital,Deepak Jodhani,Partner,Mumbai,Khaitan & Co,"Deepak Jodhani receives high scores for service, commerciality, strategy and emotional intelligence. In the past 12 months, he has acted on complex, high-value transactions, including advising Blackstone on its $366mn acquisition of Kolkata's South City Mall, one of eastern India's largest private equity real estate deals.

Sophistication indicators reflect active use of AI-driven drafting, analytics and post-deal feedback data, distinguishing his practice from traditional models.

Clients value Deepak's technical capability on significant real estate transactions.",8.9,9,8,-,7.8,1,8,10,10,8,10,8,10,8,-,-,-,-,-,-
IND00074,Private Capital,Divaspathi Singh,Partner,Mumbai,Khaitan & Co,"Divaspati Singh has built a strong market position in India-focused private capital fund formation, particularly across AIFs and GIFT City structures. His mandates include work for TPG, Edelweiss, IFC, Kotak and White Oak, reflecting trust from institutional clients who repeatedly engage him for multi-fund platforms. A standout matter is his role on Kedaara Capital's fourth fund, which closed at around $1.73bn and ranks among the largest India-focused private equity funds raised by a domestic manager.

Strong points include his navigation of regulatory frameworks, his negotiation on investor terms and a commercial approach that prioritises clarity and deal execution. He uses firm-wide data, automation tools and flexible pricing models to provide predictable, market-aligned advice.

Divaspati's combination of complex fund mandates, recurring institutional clients, leading use of technology and data, and strong qualitative feedback places him in this ranking of top private capital lawyers in India. ",9.6,10,8,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00724,Private Capital,Ganesh Rao,Partner,Mumbai,Trilegal,"Ganesh Rao is a private equity and private credit partner at Trilegal with a strong client base of leading global sponsors and firms active in the private credit space. His client list includes Ares, Blackstone, Edelweiss, Morgan Stanley, Apollo, Goldman Sachs, ICICI Venture and PAG.

His practice spans sponsor-led financings, private equity investments and structured credit, anchored by repeat work from international institutions deploying capital into India. Instruction metrics indicate both a high volume of deals and instruction on complex and high-value mandates.

The breadth of top tier institutional relationships and the consistency of Ganesh's portfolio point to a practitioner with growing influence across private equity and private credit transactions.",8.7,9,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02949,Private Capital,Gautam Saha,Joint Managing Partner,Delhi,TT&A,"Gautam Saha's Top 10 reputation ranking stems from exceptional peer recognition, comprehensive directory acknowledgement, and extensive media profile across India's private capital market. His joint managing partner role at TT&A Advocates positions him at the intersection of private equity, venture capital and private credit, where his strategic oversight combines with technical excellence.

His instruction volume demonstrates consistent mandates from premier institutional clients. While he has acted for many leading private capital investors over the years, in the 12-month period analysed, Gautam's client list was more limited. It included Setu AIF Trust, IFC and DFC. Gautam is known for the high-value, technically complex nature of his internationally-focused practice spanning M&A and structured financing.

Gautam's practice stands out for a strong client relationship focus. His pragmatic negotiation skills, understanding of client objectives and strategic thinking distinguish his approach.",5.9,6,6,-,9.6,4,10,9,10,10,8.5,8,10,10,-,-,-,-,-,-
IND01232,Private Capital,Gunjan Shah,Associate Partner,Mumbai,Shardul Amarchand Mangaldas & Co.,"Gunjan Shah’s acts for leading investors including ChrysCapital, TPG, Bain Capital Credit, Apollo Global Management, CVC Capital Partners, Think Investments and Alphawave. Her work for ChrysCapital, one of India's largest domestic investors, demonstrates the trust placed in her by home-grown institutional capital.

Considered a senior and leading practitioner in the private equity space, Gunjan had a lower profile in 12 month period of the research than usual. She advises on both public and private deals, specialising in structured products that go beyond straight equity, including debt-like and semi-equity instruments. Her practice encompasses minority investments, buyouts and investments in stressed assets.

Gunjan's ability to innovate with new financial products positions her as a creative problem-solver for funds seeking sophisticated structuring. Crucially, she combines technical mastery of complex capital structures with knowledge of how to deploy these tools to achieve commercial objectives in India's dynamic private capital market.",-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00092,Private Capital,Haigreve Khaitan,Partner,Mumbai,Khaitan & Co,"Industry leader and managing partner of Khaitan & Co., Haigreve Khaitan, is one of the most active practising managing partners in the Indian market. His client book includes high-value, globally recognised firms such as EQT, Blackstone, TPG, Temasek and Global Founders Capital, for whom he works on big ticket deals.

Renowned across the market for his law firm leadership and strategy as well as legal practice, Haigreve receives a strong reputation score from peers, clients, directories and in the media. The firm is also unusual in that it acts for insurers in the private capital space.

Haigreve has implemented a technology and AI tech-first mentality across the firm. It has implemented data repositories and ""What's Market"" reports to deliver additional insights and value to clients. 

Haigreve's placement in the RISE 50 demonstrates a strong and active practice and a sophisticated approach to delivering private capital and strategic advice to high-profile private equity players. ",9.6,10,8,-,10,5,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00729,Private Capital,Harsh Maggon,Partner,Mumbai,Trilegal,"Harsh Maggon, partner at Trilegal, is one of RISE's Top 10 private capital practitioners in India. His instruction metrics place him among the market’s most active lawyers supported by a marquee client roster that includes KKR–Radiant, GIC, Brookfield, Carlyle, Goldman Sachs and Premji Invest. He is frequently cited by peers as a top-tier adviser, with his standing reinforced by consistent recognition across the market and a high media profile, despite no significant directory profile in the private capital space. 

Over the past year he has been particularly active in the healthcare space, advising institutional investors deploying significant capital into India’s growing healthcare sector.

Within Trilegal, Harsh is regarded as a practitioner whose legal acumen, sector insight and understanding of institutional investor priorities enable smooth execution in India’s complex regulatory environment.",8.7,9,7,-,9.4,4,9.5,9.5,9,9.5,9,8.5,9,9.5,-,-,-,-,-,-
IND00458,Private Capital,Iqbal Khan,Partner,Mumbai,Cyril Amarchand Mangaldas,"Iqbal Khan has built a strong practice on deep relationships with leading international firms including TPG, Bain and Advent. He has played a leading role on a substantial proportion of TPG's work in India and he receives repeat mandates from sophisticated global investors. 

Iqbal’s instructions score reflects a high aggregate deal value with a lower number of deals, highlighting his complex, big-ticket work for investment houses.

Earlier this year, Iqbal joined Cyril Amarchand Mangaldas, bringing with him a team of around 20 lawyers. Iqbal places in the Top 25 private capital lawyers for reputation, receiving a high number of peer mentions, directory recognitions and a very high media profile. 

Clients value Iqbal’s interpersonal skills, with communication, EQ and leadership given top scores alongside his strategic thinking. Iqbal’s practice is also distinguished by his breadth of sectoral expertise, working across multiple industries.",8.2,8,8,-,9.2,2,9,9,10,10,10,9,10,10,-,-,-,-,-,-
IND00463,Private Capital,Jay Gandhi,Partner,Mumbai,Shardul Amarchand Mangaldas & Co.,"Jay Gandhi is a private equity partner at Shardul Amarchand Mangaldas & Co. His market presence is anchored by strong media visibility, positioning him among the more publicly recognised practitioners at the firm's private equity group. 

Jay’s transaction record spans PE-backed ventures in technology, automotive, and energy sectors. Clients include Brookfield, Warburg Pincus, and BlackRock. He has acted on a high total value of deals during the 12 months analysed. He is frequently chosen for transactions that require navigating India's regulatory environment, and complex governance and structuring requirements.  

Jay receives top client scores, but from a limited number of clients during the research period, bringing down his overall score in this indicator. ",8.2,8,8,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00736,Private Capital,Kannan Rahul,Partner,Mumbai,Trilegal,"Kannan Rahul’s background includes significant experience on cross-border investments and strategic transactions, complemented by roles outside traditional private practice that have strengthened his commercial perspective. This broad experience informs his approach to structuring and negotiation, enabling him to anticipate investor priorities and align legal execution with commercial objectives.

He has established himself as one of the market’s leading private credit lawyers, advising a client base that includes Ares Management, Brookfield, Blackstone and Goldman Sachs. His mix of technical capability, lender-side insight and commercial acumen has positioned him as a trusted adviser to major global sponsors and credit platforms deploying capital into India. 

Kannan also makes use of the sophisticated data-driven tools developed by the firm to strengthen client advice and insights.",8.7,9,7,-,9.2,2,10,9,10,10,10,9,10,9,-,-,-,-,-,-
IND00106,Private Capital,Kartick Maheshwari,Partner,Mumbai,Khaitan & Co,"Kartick Maheshwari's instruction metrics demonstrate good deal activity with deal value positioning him at the higher end of the market. His client relationships include Cerberus, TPG and its subsidiaries, Kedaara Capital, and Bain Capital. He is focused predominantly on cross-border transactions in technology, life sciences, healthcare, and IT services sectors, alongside special situations work. 

His client experience reflects near-perfect ratings, with clients awarding perfect scores for expertise, service, commerciality, communication, emotional intelligence, network and leadership. However, the overall score for this indicator is lower because of relatively few reviews received during the research period.

His philosophy centres on finding commercial middle ground rather than adversarial positioning, being available for clients and running an efficient practice. His high sophistication of practice score draws on use of the firm's more advanced tech tools which include the ability to automate client reporting and insights. ",-,9,8,-,8.3,1,10,10,10,10,10,8,10,10,-,-,-,-,-,-
IND00477,Private Capital,Manish Gupta,Partner,Gurugram,Shardul Amarchand Mangaldas & Co.,"Manish Gupta advises prominent growth and venture capital investors, with repeat mandates from Lightspeed, General Catalyst, Elevation and 3one4. His work includes significant secondary and primary investments in consumer technology and healthcare. His deal record shows experience executing across multi-party cap tables where stakeholder alignment and protection of scaling founders are central.

Consistent engagement from global funds indicates trust in his handling of negotiations and in his ability to move transactions to closing in compressed timelines. His approach balances risk management with commercial outcomes, reflecting confidence from sophisticated sponsors operating in India’s growth-stage market. 

Manish’s client and work portfolio is raising his visibility in the market as activity in the consumer technology industry continues to increase.",8.2,8,8,-,8.8,2,10,10,9,9,9,7,10,9,-,-,-,-,-,-
IND01737,Private Capital,Minhaz Lokhandwala,Partner,Mumbai,IndusLaw,"Minhaz Lokhandwala is a partner at CMS IndusLaw with a practice focused on private equity and venture capital. His client portfolio includes relationships with growth investors such as General Catalyst and Elevation Capital.

Activity within his practice is driven by technology and consumer-focused deal flow, including cross-border structures involving Singapore, the US and Cyprus. He has longstanding relationships with domestic and international managers, supported by consistent delivery in fast-moving early-stage transactions.

He incorporates technology-enabled processes to streamline diligence and documentation, ensuring efficient execution for VC funds operating at high volume and on short timelines.",6.5,7,7,-,9.6,3,9.3,9.3,10,10,9.3,9.3,9.3,9.3,-,-,-,-,-,-
